Category,Brand_name,Fresh_Produce,Non_Branded,first_1_word,first_1_count,first_2_word,first_2_count,first_3_word,first_3_count,Original_Title
Personal care,let me glow,,,let,16,let me,16,let me glow,16,Let Me Glow Grape Splash Shower Gel 500ml
Personal care,,,,,,,,,,Let Me Glow Morning Boost Shower Gel 500ml
Personal care,,,,,,,,,,Let Me Glow Lavender Rain Shower Gel 500ml
Personal care,,,,,,,,,,Let Me Glow Intense Oud Shower Gel 500ml
Personal care,,,,,,,,,,Let Me Glow Ocean Blue Shower Gel 500ml
Personal care,,,,,,,,,,Let Me Glow Intense Oud Shower Gel 250ml
Personal care,,,,,,,,,,Let Me Glow Ocean Blue Shower Gel 250ml
Personal care,,,,,,,,,,Let Me Glow Morning Boost Shower Gel 250ml
Personal care,,,,,,,,,,Let Me Glow Grape Splash Shower Gel 250ml
Personal care,,,,,,,,,,Let Me Glow Lavender Rain Shower Gel 250ml
Personal care,,,,,,,,,,Let Me Glow Intense Care B.Lotion 250ml
Personal care,,,,,,,,,,Let Me Glow Cocoa Butter B.Lotion 250ml
Personal care,,,,,,,,,,Let Me Glow Active Skin Body Lotion 250ml
Personal care,,,,,,,,,,Let Me Glow Body Milk Body Lotion 250ml
Personal care,,,,,,,,,,Let Me Glow Cocoa Butter B.Lotion 500ml
Personal care,,,,,,,,,,Let Me Glow Active Skin B.Lotion 500ml
Personal care,d care,,,,16,d care,16,d care hand,4,D-Care Hand Wash Pink Blush 200ml (Buy1 Get180ml R. Free)
Personal care,,,,,,,,,,D-Care Hand Wash Fresh Lime 200ml (Buy1 Get180ml R. Free)
Personal care,,,,,,,,,,D-Care Hand Wash Lavender Pearl 200ml (Buy1 Get180ml R. Free)
Personal care,,,,,,,,,,D-Care Hand Wash Soft & Smooth 180(±)20ml (Buy1 Get1 Free)
Cleaning-supplies,,,,,,,,d care dish,3,D-Care Dish Washing Liquid 500ml (Buy1 Get250ml Free)
Cleaning-supplies,,,,,,,,,,D-Care Dish Washing Liquid 250ml (Buy2 Get1 Free)
Cleaning-supplies,,,,,,,,,,D-Care Dish Washing Bar 300gm (Buy2 Get100 Free)
Cleaning-supplies,,,,,,,,d care s,2,D-Care S. B. Detergent Powder 500gm (Buy2 Get1 Free)
Cleaning-supplies,,,,,,,,,,D-Care S. B. Detergent Powder 1kg (Buy1 Get500gm Free)
personal-care,,,,,,,,d care antibacterial,2,d-care antibacterial handwash pink blush
personal-care,,,,,,,,,,d-care antibacterial handwash soft & smooth
personal-care,,,,,,,,d care instant,2,d-care instant hand sanitizer
personal-care,,,,,,,,,,d-care instant hand sanitizer
Personal care,,,,,,,,d care pink,1,D-Care Pink Blush Hand Wash 475gm
Personal care,,,,,,,,d care fresh,1,D-Care Fresh Lime Hand Wash 475gm
Personal care,,,,,,,,d care lavender,1,D-Care Lavender Pearl Hand Wash 475gm
snacks,rahul,,,rahul,16,rahul vermicelli,4,rahul vermicelli chikon,2,rahul vermicelli chikon shemai
snacks,,,,,,,,,,rahul vermicelli chikon shemai
snacks,,,,,,,,rahul vermicelli i,1,rahul vermicelli i shape shemai
snacks,,,,,,,,rahul vermicelli u,1,rahul vermicelli u shape shemai
snacks,,,,,,rahul semolina,2,rahul semolina suji,2,rahul semolina (suji)
snacks,,,,,,,,,,rahul semolina (suji)
snacks,,,,,,rahul puffed,2,rahul puffed rice,2,rahul puffed rice (muri)
snacks,,,,,,,,,,rahul puffed rice (muri)
baking & flour,,,,,,rahul atta,2,rahul atta,2,rahul atta
baking & flour,,,,,,,,,,rahul atta
rice,,,,,,rahul chinigura,1,rahul chinigura rice,1,rahul chinigura rice
oil,,,,,,rahul pure,1,rahul pure mustard,1,rahul pure mustard oil
snacks,,,,,,rahul pasta,1,rahul pasta vermicelli,1,rahul pasta vermicelli (roasted)
snacks,,,,,,rahul rosted,1,rahul rosted semolina,1,rahul rosted semolina (vaja suji)
baking & flour,,,,,,rahul maida,1,rahul maida,1,rahul maida
baking & flour,,,,,,rahul premium,1,rahul premium chaki,1,rahul premium chaki atta
home & kitchen,malik,,,malik,16,malik seeds,16,malik seeds begun,2,malik seeds begun beej (pritam)
home & kitchen,,,,,,,,,,malik seeds begun beej (lalita)
home & kitchen,,,,,,,,malik seeds morich,2,malik seeds morich beej (missile)
home & kitchen,,,,,,,,,,malik seeds morich beej (bijlee)
home & kitchen,,,,,,,,malik seeds chichinga,1,malik seeds chichinga beej (asha)
home & kitchen,,,,,,,,malik seeds dhundol,1,malik seeds dhundol beej (aarti)
home & kitchen,,,,,,,,malik seeds choto,1,malik seeds choto korola beej (malik 1315)
home & kitchen,,,,,,,,malik seeds tok,1,malik seeds tok tomato beej (sour round)
home & kitchen,,,,,,,,malik seeds borboti,1,malik seeds borboti beej (nice green)
home & kitchen,,,,,,,,malik seeds mishti,1,malik seeds mishti kumra beej (black sweet)
home & kitchen,,,,,,,,malik seeds lau,1,malik seeds lau beej (pallabi)
home & kitchen,,,,,,,,malik seeds jhinga,1,malik seeds jhinga beej (raman)
home & kitchen,,,,,,,,malik seeds boro,1,malik seeds boro korola beej (apon)
home & kitchen,,,,,,,,malik seeds shosha,1,malik seeds shosha beej (moynamoti)
home & kitchen,,,,,,,,malik seeds dherosh,1,malik seeds dherosh beej (shomy)
home & kitchen,,,,,,,,malik seeds tomato,1,malik seeds tomato beej (red stone)
Snacks,maggi,,,maggi,15,maggi 2,4,maggi 2 minute,4,Maggi 2 Minute Noodles Masala Family Fun Pack 992gm (16Pcs Pack)
Snacks,,,,,,,,,,Maggi 2 Minute Noodles Masala 744gm (12Pcs Pack)
Snacks,,,,,,,,,,Maggi 2 Minute Noodles Masala 496(±)124gm (8Pcs Pack)
Snacks,,,,,,,,,,Maggi 2 Minute Noodles Masala 248(±)62gm (4Pcs Pack)
Snacks,,,,,,maggi healthy,3,maggi healthy soup,3,Maggi Healthy Soup Corn With Chicken 25gm
Snacks,,,,,,,,,,Maggi Healthy Soup Thai 35gm
Snacks,,,,,,,,,,Maggi Healthy Soup Vegetable 25gm
Spices & Ingredients,,,,,,maggi shaad,2,maggi shaad e,2,Maggi Shaad E Magic 1Pcs
Spices & Ingredients,,,,,,,,,,Maggi Shaad E Magic 12PcsX4gm
Snacks,,,,,,maggi korean,2,maggi korean creamy,2,Maggi Korean Creamy & Spicy Noodles 85gm
snacks,,,,,,,,,,maggi korean creamy & spicy instant noodles
Snacks,,,,,,maggi hot,2,maggi hot spicy,2,Maggi Hot & Spicy Blast Instant Noodles 404gm
snacks,,,,,,,,,,maggi hot & spicy blast noodles
Spices & Ingredients,,,,,,maggi chicken,1,maggi chicken magic,1,Maggi Chicken Magic Seasoning Mix 8gm
baking & flour,,,,,,maggi seasoning,1,maggi seasoning sauce,1,maggi seasoning sauce
Spices & Ingredients,sajeeb,,,sajeeb,15,sajeeb ready,2,sajeeb ready mix,2,Sajeeb Ready Mix Bhuna Khichuri 500gm
spices & ingredients,,,,,,,,,,sajeeb ready mix bhuna khichuri
Beverages,,,,,,sajeeb isbgul,2,sajeeb isbgul bhushi,2,Sajeeb Isbgul Bhushi 75(±)10gm
Beverages,,,,,,,,,,Sajeeb Isbgul Bhushi 40(±)5gm
Breakfast,,,,,,sajeeb mr,1,sajeeb mr chocoz,1,Sajeeb Mr. Chocoz 200 gm (Buy1 Get100gm CF Free)
Breakfast,,,,,,sajeeb corn,1,sajeeb corn flakes,1,Sajeeb Corn Flakes 200gm (Buy1 Get100gm Chocoz Free)
Breakfast,,,,,,sajeeb chocomoo,1,sajeeb chocomoo chocolate,1,Sajeeb Chocomoo Chocolate Spread 135gm
Snacks,,,,,,sajeeb tandoori,1,sajeeb tandoori chicken,1,Sajeeb Tandoori Chicken Noodles 150(±)10gm
Snacks,,,,,,sajeeb bbq,1,sajeeb bbq noodles,1,Sajeeb BBQ Noodles 150(±)10gm
Snacks,,,,,,sajeeb egg,1,sajeeb egg noodles,1,Sajeeb Egg Noodles 130(±)10gm
Snacks,,,,,,sajeeb flat,1,sajeeb flat noodles,1,Sajeeb Flat Noodles Chicken Masala 150gm
sauces & pickles,,,,,,sajeeb hot,1,sajeeb hot tomato,1,sajeeb hot tomato sauce
sauces & pickles,,,,,,sajeeb soya,1,sajeeb soya sauce,1,sajeeb soya sauce
snacks,,,,,,sajeeb bar,1,sajeeb bar b,1,sajeeb bar b q noodles
beverages,,,,,,sajeeb mango,1,sajeeb mango instant,1,sajeeb mango instant drink powder
sauces & pickles,barilla,,,barilla,15,barilla pasta,4,barilla pasta sauce,3,barilla pasta sauce jar napoletana
sauces & pickles,,,,,,,,,,barilla pasta sauce jar arrabbiata
sauces & pickles,,,,,,,,,,barilla pasta sauce jar basilico
Snacks,,,,,,,,barilla pasta fusilli,1,Barilla Pasta Fusilli 500gm
Snacks,,,,,,barilla penne,3,barilla penne rigate,3,Barilla Penne Rigate 500gm
snacks,,,,,,,,,,barilla penne rigate n.73 pasta
snacks,,,,,,,,,,barilla penne rigate pasta (n.437)
Snacks,,,,,,barilla spaghetti,2,barilla spaghetti 500gm,1,Barilla Spaghetti 500gm N-5
snacks,,,,,,,,barilla spaghetti n,1,barilla spaghetti n.5 pasta
Snacks,,,,,,barilla farfalle,2,barilla farfalle n,1,Barilla Farfalle N-65 500gm
snacks,,,,,,,,barilla farfalle pasta,1,barilla farfalle pasta (436)
Sauces & pickles,,,,,,barilla basilica,1,barilla basilica tomato,1,Barilla Basilica Tomato Sauce 400gm
Snacks,,,,,,barilla spaghettoni,1,barilla spaghettoni n,1,Barilla Spaghettoni N-7 500gm
snacks,,,,,,barilla classic,1,barilla classic spaghettoni,1,barilla classic spaghettoni n.7 pasta
snacks,,,,,,barilla angel,1,barilla angel hair,1,barilla angel hair n.1 pasta
breakfast,kellogg,,,kellogg,15,kellogg s,15,kellogg s chocos,9,kellogg's chocos chocolate breakfast cereal
breakfast,,,,,,,,,,kellogg's chocos chocolate breakfast cereal
breakfast,,,,,,,,,,kellogg's chocos chocolate breakfast cereal
breakfast,,,,,,,,,,kellogg's chocos chocolate breakfast cereal
breakfast,,,,,,,,,,kellogg's chocos webs chocolate cereal
breakfast,,,,,,,,,,kellogg's chocos crunchy bites chocolate cereal
breakfast,,,,,,,,,,kellogg's chocos moons & stars chocolate cereal
breakfast,,,,,,,,,,kellogg's chocos chocolate breakfast cereal
breakfast,,,,,,,,,,kellogg's chocos chocolate cereal
Breakfast,,,,,,,,kellogg s oats,4,Kellogg's Oats Rolled Oats 900gm India
breakfast,,,,,,,,,,kellogg's oats cereal
breakfast,,,,,,,,,,kellogg's oats cereal
breakfast,,,,,,,,,,kellogg's oats cereal (free jar)
Breakfast,,,,,,,,kellogg s corn,2,Kellogg's Corn Flakes Super Saver Pack 875gm
Breakfast,,,,,,,,,,Kellogg's Corn Flakes with Real Honey 300gm
Snacks,kurkure,,,kurkure,15,kurkure chilli,4,kurkure chilli chatka,4,Kurkure Chilli Chatka Crackers 60(±)10gm
Snacks,,,,,,,,,,Kurkure Chilli Chatka Crackers 31(±)6gm
Snacks,,,,,,,,,,Kurkure Chilli Chatka Chips 25gm
snacks,,,,,,,,,,kurkure chilli chatka chips
Snacks,,,,,,kurkure naughty,3,kurkure naughty tomato,3,Kurkure Naughty Tomato Chips 25gm
snacks,,,,,,,,,,kurkure naughty tomato chips
snacks,,,,,,,,,,kurkure naughty tomato chips
Snacks,,,,,,kurkure masala,2,kurkure masala munch,2,Kurkure Masala Munch Crackers 60(±)10gm
Snacks,,,,,,,,,,Kurkure Masala Munch Crackers 31(±)6gm
Snacks,,,,,,kurkure spicy,2,kurkure spicy chicken,2,Kurkure Spicy Chicken Crackers 60(±)10gm
Snacks,,,,,,,,,,Kurkure Spicy Chicken 31(±)6gm
Snacks,,,,,,kurkure spanish,2,kurkure spanish naughty,2,Kurkure Spanish/Naughty Tomato Crackers 60(±)10gm
Snacks,,,,,,,,,,Kurkure Spanish/Naughty Tomato Tango Cracker 31(±)6gm
Snacks,,,,,,kurkure american,1,kurkure american style,1,Kurkure American Style Cream & Onion Chips 60(±)10gm
Snacks,,,,,,kurkure cream,1,kurkure cream onion,1,Kurkure Cream & Onion Chips 31(±)6gm
snacks,samyang,,,samyang,15,samyang hot,9,samyang hot chicken,9,samyang hot chicken ramen 3x spicy
snacks,,,,,,,,,,samyang hot chicken cheese cup noodles
snacks,,,,,,,,,,samyang hot chicken carbo cup noodles
snacks,,,,,,,,,,samyang hot chicken ramen jjajang flavor noodles
snacks,,,,,,,,,,samyang hot chicken ramen cheese noodles
snacks,,,,,,,,,,samyang hot chicken ramen noodles
snacks,,,,,,,,,,samyang hot chicken cheese noodles
snacks,,,,,,,,,,samyang hot chicken karba noodles
snacks,,,,,,,,,,samyang hot chicken ramen noodles 2x spicy
Snacks,,,,,,samyang buldak,5,samyang buldak 2x,2,Samyang Buldak 2X Spicy Ramen Noodles 700gm
Snacks,,,,,,,,,,Samyang Buldak 2X Spicy Ramen Noodles 140gm
Snacks,,,,,,,,samyang buldak carbonara,1,Samyang Buldak Carbonara Hot Chicken Ramen 130gm
Snacks,,,,,,,,samyang buldak 3x,1,Samyang Buldak 3X Hot Ckn.Ramen 140gm KR
Snacks,,,,,,,,samyang buldak cheese,1,Samyang Buldak Cheese Noodles 140gm
snacks,,,,,,samyang jjajang,1,samyang jjajang hot,1,samyang jjajang hot chicken noodles
Beverages,coca cola,,,coca,15,coca cola,15,coca cola zero,4,Coca Cola Zero 250ml (Pet)
Beverages,,,,,,,,,,Coca Cola Zero 250ml (Can)
beverages,,,,,,,,,,coca-cola zero sugar
beverages,,,,,,,,,,coca-cola zero sugar can (imported)
beverages,,,,,,,,coca cola,4,coca-cola
beverages,,,,,,,,,,coca-cola
beverages,,,,,,,,,,coca-cola
beverages,,,,,,,,,,coca-cola
Beverages,,,,,,,,coca cola 250ml,2,Coca Cola 250ml (Go Pack)
Beverages,,,,,,,,,,Coca Cola 250ml (Can)
Beverages,,,,,,,,coca cola 1000ml,1,Coca Cola 1000ml (Pet)
Beverages,,,,,,,,coca cola drink,1,Coca Cola Drink 400ml
Beverages,,,,,,,,coca cola diet,1,Coca Cola Diet 250ml Can
Beverages,,,,,,,,coca cola 1,1,Coca Cola 1.75Ltr. Pet
beverages,,,,,,,,coca cola can,1,coca-cola can
Personal care,axe,,,axe,15,axe signature,7,axe signature champion,2,Axe Signature Champion Body Deodorant 122ml IN
personal-care,,,,,,,,,,axe signature champion body perfume ticket
Personal care,,,,,,,,axe signature intense,2,Axe Signature Intense Body Perfume 122ml
personal-care,,,,,,,,,,axe signature intense body perfume ticket
Personal care,,,,,,,,axe signature rogue,1,Axe Signature Rogue Body Spray 122ml IN
Personal care,,,,,,,,axe signature maverick,1,Axe Signature Maverick Body Spray 122ml IN
Personal care,,,,,,,,axe signature mysterious,1,Axe Signature Mysterious Body Deodorant 122ml IN
Personal care,,,,,,axe black,2,axe black pera,1,Axe Black Pera Body Spray 150ml Argentina
Personal care,,,,,,,,axe black night,1,Axe Black Night Body Spray 150ml AR
Personal care,,,,,,axe brand,1,axe brand cold,1,Axe Brand Cold & Headache 10ml
Personal care,,,,,,axe musk,1,axe musk body,1,Axe Musk Body Spray 150ml AR
Personal care,,,,,,axe collision,1,axe collision body,1,Axe Collision Body Spray 150ml AR
Personal care,,,,,,axe apollo,1,axe apollo body,1,Axe Apollo Body Spray 150ml AR
Personal care,,,,,,axe ice,1,axe ice chill,1,Axe Ice Chill Body Spray 150ml SF
Personal care,,,,,,axe gold,1,axe gold body,1,Axe Gold Body Spray 150ml SF
Personal care,skin caf�,,,skin,15,skin caf�,8,skin caf� rose,1,Skin Café Rose Water 120ml
Personal care,,,,,,,,skin caf� biotin,1,Skin Café Biotin Shampoo 250ml
Personal care,,,,,,,,skin caf� silkytresses,1,Skin Café SilkyTresses Conditioner 120ml
Personal care,,,,,,,,skin caf� hydrating,1,Skin Café Hydrating Hyaluronic Acid Face Wash 140ml
Personal care,,,,,,,,skin caf� almond,1,Skin Café Almond Oil 120ml
Personal care,,,,,,,,skin caf� argan,1,Skin Café Argan Oil 30ml
Personal care,,,,,,,,skin caf� moisture,1,Skin Café Moisture Maven Body Lotion 350ml
Personal care,,,,,,,,skin caf� soft,1,Skin Café Soft Lips Smoothie 10gm
Personal care,skin cafe,,,,,skin cafe,3,skin cafe coconut,1,Skin Cafe Coconut Oil 250ml
Personal care,,,,,,,,skin cafe sunscreen,1,Skin Cafe Sunscreen SPF 50PA+++ 60ml
Personal care,,,,,,,,skin cafe aloe,1,Skin Cafe Aloe Vera Gel 240ml
Personal care,skin mynt,,,,,skin mynt,2,skin mynt vitamin,2,Skin Mynt Vitamin C Brightening Day Cream 50gm
Personal care,,,,,,,,,,Skin Mynt Vitamin C Brightening Night Cream 50gm
Personal care,skin zen,,,,,skin zen,1,skin zen lavender,1,Skin Zen Lavender Haze Shower Gel 250ml
personal-care,skin secret,,,,,skin secret,1,skin secret glycerin,1,skin secret glycerin
Cleaning-supplies,finis,,,finis,15,finis insect,5,finis insect powder,5,FINIS Insect Powder 80gm
Cleaning-supplies,,,,,,,,,,FINIS Insect Powder 100gm
cleaning-supplies,,,,,,,,,,finis insect powder
cleaning-supplies,,,,,,,,,,finis insect powder
cleaning-supplies,,,,,,,,,,finis insect powder
Cleaning-supplies,,,,,,finis finpic,2,finis finpic toilet,2,FINIS Finpic Toilet Cleaner 750ml (Buy1 Get1 Free)
Cleaning-supplies,,,,,,,,,,FINIS Finpic Toilet Cleaner 500ml (Buy1 Get1 Free)
personal-care,,,,,,finis ukun,1,finis ukun nasok,1,finis ukun nasok oil
cleaning-supplies,,,,,,finis fin,1,finis fin power,1,finis fin power white washing powder
cleaning-supplies,,,,,,finis phenyle,1,finis phenyle extra,1,finis phenyle extra strong toilet & floor cleaner
cleaning-supplies,,,,,,finis stable,1,finis stable bleaching,1,finis stable bleaching powder
cleaning-supplies,,,,,,finis black,1,finis black booster,1,finis black booster mosquito coil
cleaning-supplies,,,,,,finis snake,1,finis snake repellent,1,finis snake repellent chemical
cleaning-supplies,,,,,,finis rat,1,finis rat killer,1,finis rat killer
cleaning-supplies,,,,,,finis wood,1,finis wood preservative,1,finis wood preservative tin
personal-care,the ordinary,,,the,15,the ordinary,7,the ordinary face,4,the ordinary face serum caffeine solution
personal-care,,,,,,,,,,the ordinary face serum hyaluronic acid
personal-care,,,,,,,,,,the ordinary face serum alpha arbutin
personal-care,,,,,,,,,,the ordinary face serum niacinamide
personal-care,,,,,,,,the ordinary hair,1,the ordinary hair care serum
personal-care,,,,,,,,the ordinary aha,1,the ordinary aha peeling solution
personal-care,,,,,,,,the ordinary salicylic,1,the ordinary salicylic acid
sauces & pickles,the eastern,,,,,the eastern,4,the eastern pickle,4,the eastern pickle company amra achar
sauces & pickles,,,,,,,,,,the eastern pickle company olive achar
sauces & pickles,,,,,,,,,,the eastern pickle company boroi achar
sauces & pickles,,,,,,,,,,the eastern pickle company amchur achar
personal-care,the dermalix,,,,,the dermalix,4,the dermalix rose,1,the dermalix rose soothing shower gel
personal-care,,,,,,,,the dermalix lavender,1,the dermalix lavender refreshing shower gel
personal-care,,,,,,,,the dermalix acne,1,the dermalix acne treatment serum
personal-care,,,,,,,,the dermalix brightening,1,the dermalix brightening serum
baking & flour,mazzak,,,mazzak,15,mazzak badam,12,mazzak badam cashews,4,mazzak badam cashews roasted & salt
baking & flour,,,,,,,,,,mazzak badam cashews roasted & light salt
baking & flour,,,,,,,,,,mazzak badam cashews roasted corn supreme
baking & flour,,,,,,,,,,mazzak badam cashews spicy bbq garlic chicken
baking & flour,,,,,,,,mazzak badam premium,4,mazzak badam premium cashews roasted with salt
baking & flour,,,,,,,,,,mazzak badam premium cashews roasted with salt (lemon mint)
baking & flour,,,,,,,,,,mazzak badam premium cashews roasted with salt (tomato blast)
baking & flour,,,,,,,,,,mazzak badam premium cashews
baking & flour,,,,,,,,mazzak badam almond,2,mazzak badam almond roasted & light salt
baking & flour,,,,,,,,,,mazzak badam almond roasted & light salt
baking & flour,,,,,,,,mazzak badam pistachio,2,mazzak badam pistachio roasted & light salt
baking & flour,,,,,,,,,,mazzak badam pistachio roasted & light salt
baking & flour,,,,,,mazzak mixed,1,mazzak mixed nuts,1,mazzak mixed nuts
baking & flour,,,,,,mazzak cashews,1,mazzak cashews nuts,1,mazzak cashews nuts roasted with garlic butter
baking & flour,,,,,,mazzak cashew,1,mazzak cashew powder,1,mazzak cashew powder
Rice,akij,,,akij,14,akij essential,12,akij essential chinigura,2,Akij Essential Chinigura Rice 1kg
rice,,,,,,,,,,akij essential chinigura rice
Oil,,,,,,,,akij essential mustard,2,Akij Essential Mustard Oil 500ml
Oil,,,,,,,,,,Akij Essential Mustard Oil 1Ltr.
Baking & Flour,,,,,,,,akij essential brown,2,Akij Essential Brown Atta 1kg
Baking & Flour,,,,,,,,,,Akij Essential Brown Atta 2kg
Rice,,,,,,,,akij essential premium,1,Akij Essential Premium Basmati 1kg
Lentils & Pulses,,,,,,,,akij essential red,1,Akij Essential Red Lentil 1kg
Salt & Sugar,,,,,,,,akij essential lodized,1,Akij Essential Lodized Salt 1kg
Baking & Flour,,,,,,,,akij essential atta,1,Akij Essential Atta 2kg
Baking & Flour,,,,,,,,akij essential suji,1,Akij Essential Suji 500gm
baking & flour,,,,,,,,akij essential maida,1,akij essential maida
personal-care,,,,,,akij health,2,akij health fresh,1,akij health + fresh soap
personal-care,,,,,,,,akij health mild,1,akij health + mild soap
Oil,olio orolio,,,olio,14,olio orolio,14,olio orolio extra,8,Olio Orolio Extra Virgin Olive Oil 5Ltr.
Oil,,,,,,,,,,Olio Orolio Extra Virgin Olive Oil 1Ltr.
Oil,,,,,,,,,,Olio Orolio Extra Virgin Olive Oil 500ml
Oil,,,,,,,,,,Olio Orolio Extra Virgin Olive Oil 250ml
oil,,,,,,,,,,olio orolio extra virgin olive oil
oil,,,,,,,,,,olio orolio extra virgin olive oil
oil,,,,,,,,,,olio orolio extra virgin olive oil
oil,,,,,,,,,,olio orolio extra virgin olive oil
Oil,,,,,,,,olio orolio olive,6,Olio Orolio Olive Oil 1Ltr.
oil,,,,,,,,,,olio orolio olive oil
oil,,,,,,,,,,olio orolio olive oil
oil,,,,,,,,,,olio orolio olive oil
oil,,,,,,,,,,olio orolio olive oil
oil,,,,,,,,,,olio orolio olive oil
Oil,clariss,,,clariss,14,clariss pomace,3,clariss pomace olive,3,Clariss Pomace Olive Oil 100ml (Glass)
Personal care,,,,,,,,,,Clariss Pomace Olive Oil 250ml (Glass Bottle)
Personal care,,,,,,,,,,Clariss Pomace Olive Oil 135ml (Tin)
Personal care,,,,,,clariss intense,1,clariss intense men,1,Clariss Intense Men Face Wash 100ml
Personal care,,,,,,clariss bamboo,1,clariss bamboo charcoal,1,Clariss Bamboo Charcoal Men Face Wash 100ml
Personal care,,,,,,clariss milk,1,clariss milk face,1,Clariss Milk Face Wash 100ml
Personal care,,,,,,clariss tea,1,clariss tea tree,1,Clariss Tea Tree Face Wash 100ml
Personal care,,,,,,clariss lemon,1,clariss lemon face,1,Clariss Lemon Face Wash 100ml
Personal care,,,,,,clariss papaya,1,clariss papaya face,1,Clariss Papaya Face Wash 100ml
Personal care,,,,,,clariss neem,1,clariss neem fach,1,Clariss Neem Fach Wash 100ml
oil,,,,,,clariss extra,1,clariss extra virgin,1,clariss extra virgin olive oil tin
personal-care,,,,,,clariss fragrances,1,clariss fragrances deodorant,1,clariss fragrances deodorant infinite girl
personal-care,,,,,,clariss note,1,clariss note men,1,clariss note men perfume
personal-care,,,,,,clariss fame,1,clariss fame men,1,clariss fame men perfume
Salt & Sugar,emon,,,emon,14,emon black,2,emon black salt,1,Emon Black Salt Powder 120gm
Spices & Ingredients,,,,,,,,emon black cumin,1,Emon Black Cumin Powder 55gm
Spices & Ingredients,,,,,,emon mace,1,emon mace powder,1,Emon Mace Powder 10gm
Spices & Ingredients,,,,,,emon oregano,1,emon oregano 15gm,1,Emon Oregano 15gm
Spices & Ingredients,,,,,,emon radhuni,1,emon radhuni powder,1,Emon Radhuni Powder 45gm
