Category,Title,Previous_price,Current_price,Unit,Stock
Fruits,Meher Shagor Kola (Banana ),৳13,৳13,  Per Piece,Add to Bag
Fruits,Chini Chompa (Banana) Yellow,৳5.75,৳5.75,  Per Piece,Add to Bag
Fruits,Joldugui Anarosh (Pineapple) 600gm+ Per Pcs,৳62,৳62,  Per Piece,Add to Bag
Fruits,Malta (Orange),৳299,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Green Apple (Apple Golden Delicious),৳395,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Dalim (Pomegranate) 250gm+ Per Pcs,৳615,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Baby Orange (China),৳395,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Peyara Desi Thai (Guava),৳125,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Nashpati (Pears White),৳385,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Narikel (Coconut) 600gm+ Pcs,৳152,৳152,  Per Piece,Add to Bag
Fruits,Paka Pepe Deshi Thai (Ripen Papaya) 600gm+ Pcs/kg,৳188,৳188,  Per Piece,Add to Bag
Fruits,Komla (Orange Indian),৳380,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Apple Fuji Premium,৳405,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Jujube (Apple Kul),৳155,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Fruits,Tormuz (Watermelon Stripe),৳45,  Per 1kg,  ❨Min. 3kg ❩,Add to Bag
Fruits,Bael (Wood Apple Plain),৳59,৳59,  Per Piece,Add to Bag
Fruits,Green Grapes (India),৳430,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Fruits,Sweet Orange (China),৳435,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Kagzi (Lemon),৳10,৳10, ,out of stock
Vegetables,Kacha Kola (Green Banana),৳12,৳12, ,out of stock
Vegetables,Capsicum (Red),৳500, ,  ❨Min. 100gm ❩,out of stock
Vegetables,Kacha Misti Kumra (Green Pumpkin),৳75,৳75, ,out of stock
Vegetables,Kolmi Shak (Water Spinach),৳15,৳15, ,out of stock
Vegetables,Capsicum (Yellow),৳500, ,  ❨Min. 100gm ❩,out of stock
Vegetables,,,,,out of stock
Vegetables,,,,,out of stock
Vegetables,,,,,out of stock
Vegetables,Fulcopy (Cauliflower),৳70,৳70,  Per Piece,Add to Bag
Vegetables,Kacha Morich (Chilli Green),৳89,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Vegetables,Badhakopi (Cabbage),৳50,৳50,  Per Piece,Add to Bag
Vegetables,Tomato Red (Local),৳35,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Kagzi (Lemon),৳10,৳10,  Per Piece,Add to Bag
Vegetables,Lomba Lebu (Lemon Long),৳12,৳12,  Per Piece,Add to Bag
Vegetables,Lebu Gol (Lemon Round),৳16,৳16,  Per Piece,Add to Bag
Vegetables,Bean Flat (Shobuj Sheem) kg,৳60,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Vegetables,Shosha (Cucumber),৳50,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Kacha Pepe (Green Papaya),৳45,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Mishti Kumra (Sweet Pumpkin) Kg,৳35,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Capsicum (Green),৳200,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Vegetables,Tomato Green & Red (Kacha Paka) kg,৳60,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Lal Shak (Red Amaranth Spinach),৳15,৳15,  Per Piece,Add to Bag
Vegetables,Lau (Bottle Gourd),৳80,৳80,  Per Piece,Add to Bag
Vegetables,Dhoniapata (Coriander Leaf) Local,৳180,  Per 1kg,  ❨Min. 50gm ❩,Add to Bag
Vegetables,Begun Gol-Beguni (Brinjal Round),৳110,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Palong Shak (Spinach),৳20,৳20,  Per Piece,Add to Bag
Vegetables,Beetroot,৳80,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Lomba Begun-Beguni (Brinjal Long),৳80,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Begun Shobuj (Brinjal Round Green),৳80,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Onion Stalks (Piyaj Koli) kg,৳60,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Mula (Radish),৳60,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Usta (Bitter Gourd Small),৳100,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Vegetables,Kochur Mukhi (Taro Roots),৳80,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Vegetables,Chichinga (Snake Gourd),৳120,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Borboti (Long Bean),৳120,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Gajor (Carrot Local),৳50,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Vegetables,Chalkumra (Wax Gourd),৳65,৳65,  Per Piece,Add to Bag
Vegetables,Kacha Kola (Green Banana),৳12,৳12,  Per Piece,Add to Bag
Vegetables,Capsicum (Red),৳500,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Vegetables,Kacha Misti Kumra (Green Pumpkin),৳75,৳75,  Per Piece,Add to Bag
Vegetables,Kolmi Shak (Water Spinach),৳15,৳15,  Per Piece,Add to Bag
Vegetables,Capsicum (Yellow),৳500,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Vegetables,Loti (Taro Stolon),৳130,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Pudinapata (Mint Leaf),৳120,  Per 1kg,  ❨Min. 50gm ❩,Add to Bag
Vegetables,Salad Pata (Lettuce) Local,৳150,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Vegetables,Broccoli (P),৳80,৳80,  Per Piece,Add to Bag
Vegetables,Lau Shak (Bottle Gourd Spinach) Per Bunch,৳50,৳50,  Per Piece,Add to Bag
Vegetables,Data Shak (Amaranth Spinach),৳20,৳20,  Per Piece,Add to Bag
Vegetables,Batua Spinach (Shak) Per Bunch,৳25,৳25,  Per Piece,Add to Bag
Vegetables,Lemon (Colombo) Pcs,৳25,৳25,  Per Piece,Add to Bag
Vegetables,Mula Shak (Radish Spinach) Per Bunch,৳25,৳25,  Per Piece,Add to Bag
Vegetables,Maythe Shak (Fenugreek Spinach) Per Bunch,৳20,৳20,  Per Piece,Add to Bag
Vegetables,Shorisha Shak (Mustard Spinach) Per Bunch,৳20,৳20,  Per Piece,Add to Bag
Vegetables,Motorshuti (Green Peas) With Husk,৳120,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Shobuj Tomato (Tomato Green),৳50,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Shalgom (Turnip Green),৳55,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Kheera (Cucumber),৳80,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Bichiwala Sheem (Bean),৳70,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Mishti Alu (Sweet Potato),৳98,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Katla Sheem (Bean),৳70,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Bean Seed (Sheem Bichi),৳120,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Kolar Mocha (Banana Stem),৳40,৳40,  Per Piece,Add to Bag
Vegetables,Kacha Holud (Turmeric Raw),৳80,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Piyaj Pata (Onion Leaves),৳130,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Lal Sheem (Bean Red),৳60,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Zucchini Local,৳140,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Pui Shak Bichi (Malabar Spinach Seed),৳60,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Lal Badhacopy (Cabbage Red) Kg,৳90,  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Vegetables,Piyaj Pata (Onion Leaf) Kg,৳130,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Vegetables,Green/Red Shimla Chili (Long) Kg,৳200,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Vegetables,Maan Kochu (Arum Root),৳80,৳80,  Per Piece,Add to Bag
Vegetables,Sweet Corn,৳100,৳100,  Per Piece,Add to Bag
Vegetables,Naga Morich (P),৳5,৳5,  Per Piece,Add to Bag
Vegetables,Kolar Thor (Banana Blossoms),৳30,৳30,  Per Piece,Add to Bag
Meat & Fish,Duck (Hash) Meat Regular,৳650,৳650,  Per Piece,Add to Bag
Meat & Fish,Beef Premium Cube,৳815,  Per 1Kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Broiler Chicken Premium (Without Skin),৳360,  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beijing Hansh (Duck) Dressed (2-3 kg),৳470,  Per 1kg,  ❨Min. 3kg ❩,Add to Bag
Meat & Fish,Roast Chicken,৳159,৳159,  Per Piece,Add to Bag
Meat & Fish,Gorur Mangsho-Alu Mix Combo Pack (Small),৳160,৳160,  Per Piece,Add to Bag
Meat & Fish,Shonalika Dressed Classic Chicken,৳799,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Broiler Chicken Premium (With Skin),৳339,  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Broiler Chicken Breast Boneless,৳607,  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Khashir Mangsho (Mutton Premium),"৳1,335",  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Beef Boneless,"৳1,265",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Broiler Chicken Drumstick,৳499,  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Koyeler Mangsho (Quail Meat) Dressed 55gm+/pcs,৳65,৳65,  Per Piece,Add to Bag
Meat & Fish,Kobutorer Mangsho (Pigeon Meat) Regular,৳200,৳200,  Per Piece,Add to Bag
Meat & Fish,Broiler Chicken Leg (Kg),৳471,  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Broiler Chicken Breast Regular (With Bone),৳531,  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Mutton Standard (Chagoler Mangsho),"৳1,135",  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Broiler Chicken Keema,৳666,  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Beef Boneless With Fat,৳985,  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Broiler Chicken Thigh,৳411,  Per 1Kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Shahi Voj Combo Pack,৳150,৳150,  Per Piece,Add to Bag
Meat & Fish,Beef T-Bone Steak,"৳1,380",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Shank,"৳1,390",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef RIB Top,"৳1,350",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Tenderloin,"৳1,475",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Premium Chunk,"৳1,550",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Flank,"৳1,450",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Keema,"৳1,253",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Keema Regular Fateless (Kg),"৳1,305",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Chunk-Back Leg,"৳1,035",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Chunk-Font Leg,"৳1,035",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Premium Chunk (Kg),"৳1,230",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Butterfly (Kg),"৳1,525",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Eye Round Steak (Kg),"৳1,325",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Beef Round Cut (Kg),"৳1,405",  Per 1kg,  ❨Min. 1kg ❩,Add to Bag
Meat & Fish,Hilsha Fresh Local Captured (400-499 gm),৳690,৳690,  Per Piece,Add to Bag
Meat & Fish,Hilsha Fresh Local Captured (300-399 gm),৳430,৳430,  Per Piece,Add to Bag
Meat & Fish,Golda Fresh Local Cultured (30-40 Pcs/kg),৳985,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Rui Fresh Local Cultured (1-1.499 kg),৳288,  Per 1kg,  ❨Min. 1.50kg ❩,Add to Bag
Meat & Fish,Rui Fresh Local Cultured (2-2.99 kg),৳375,  Per 1kg,  ❨Min. 2.10kg ❩,Add to Bag
Meat & Fish,Telapiya Fresh Local Cultured 400gm+,৳188,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Katla Fresh Local Cultured (2-2.999 kg),৳315,  Per 1kg,  ❨Min. 3.00kg ❩,Add to Bag
Meat & Fish,Pangas Fresh Local Cultured (1.5-1.999 kg),৳195,  Per 1kg,  ❨Min. 2.00kg ❩,Add to Bag
Meat & Fish,Pabda Fresh Local Cultured (18-25 Pcs/kg),৳365,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Deshi Mix Fresh Local Captured,৳275,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Horina Chingri Fresh Local Cultured,৳990,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Rupchanda (Pomfret) Fresh Local Captured (8-10 Pcs/kg),"৳1,450",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Koi Fish Process Cultured (10-12 Pcs/kg),৳350,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Golda Fresh Local Cultured (10-14 Pcs/kg),"৳1,390",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Shing Cultured Processed (15-18 Pcs/kg),৳520,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Bagda Chingri Fresh Local Cultured (55-65 Pcs/kg),"৳1,250",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Koral Fresh Local Captured (1.5-2.499 kg),"৳1,020",  Per 1kg,  ❨Min. 2.50kg ❩,Add to Bag
Meat & Fish,Tengra Fresh Local Captured,৳550,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Kachki Fresh Local Captured,৳550,  Per 1kg,  ❨Min. 250gm ❩,Add to Bag
Meat & Fish,Pabda Fresh Local Cultured (30-40 Pcs/kg),৳390,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Chub Mackerel Fresh Local Captured,৳250,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Rui Fresh Local Cultured (3-3.99 kg),৳535,  Per 1kg,  ❨Min. 3.10kg ❩,Add to Bag
Meat & Fish,Carpu Fresh Local Cultured,৳250,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Rui Fresh Local Cultured (1.5-1.99 kg),৳375,  Per 1kg,  ❨Min. 2.00kg ❩,Add to Bag
Meat & Fish,Tatkini Fresh Local Cultured,৳199,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Sarputi Fresh Local Cultured (4-5 Pcs/kg),৳199,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Katla Fresh Local Cultured (3-4.999 kg),৳470,  Per 1kg,  ❨Min. 5.00kg ❩,Add to Bag
Meat & Fish,Pangas Fresh Local Cultured 5kg+,৳300,  Per 1kg,  ❨Min. 5kg ❩,Add to Bag
Meat & Fish,Baila Gura Fresh Local Captured,৳390,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Mola Fresh Local Captured,৳350,  Per 1kg,  ❨Min. 100gm ❩,Add to Bag
Meat & Fish,Boal Fresh Local Captured (1.2 -2.499 kg),৳820,  Per 1kg,  ❨Min. 2.50kg ❩,Add to Bag
Meat & Fish,Bata Fresh Local Cultured (18-25 Pcs/kg),৳490,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Koral Fresh Local Captured (500-899 kg),৳854.05,  Per 0.899kg,  ❨Min. 899gm ❩,Add to Bag
Meat & Fish,Sea Poa Fresh Local Captured,৳550,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Gulsha Fresh Local Cultured (55-65 Pcs/kg),৳690,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Puti Fresh Local Cultured,৳250,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Silver Carp Fresh Local Cultured (Medium),৳200,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Baila Fresh Local Captured (10-15 Pcs/kg),"৳1,290",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Pangas Fresh Local Cultured 2kg+,৳470,  Per 2kg,  ❨Min. 2kg ❩,Add to Bag
Meat & Fish,Meni Fresh Local Captured,৳690,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Sarputi Cultured Processed Kg,৳330,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Pabda Processed (18-25 Pcs/kg),৳550,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Telapiya Fresh Local Cultured 200gm+,৳185,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Magur Cultured Processed (8-10 Pcs/kg),৳525,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Tatkini Processed (15-20 Pcs/kg),৳330,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Katla Fresh Local Cultured (5-6.999 kg),৳625,  Per 1kg,  ❨Min. 7.00kg ❩,Add to Bag
Meat & Fish,Black Curp Fresh Local Cultured 5kg+,৳475,  Per 1kg,  ❨Min. 5kg ❩,Add to Bag
Meat & Fish,Poa Fresh Local Captured,৳520,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Rupchanda (Promfret) Fresh Local Captured (3-4 Pcs/kg),"৳1,750",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Rupchanda (Promfret) Fresh Local Captured (5-6 Pcs/kg),"৳1,650",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Ayer Fresh Local Captured (1-1.999 kg),"৳1,090",  Per 1kg,  ❨Min. 2.00kg ❩,Add to Bag
Meat & Fish,Rui Fresh Local Cultured (5-6.99 kg),৳850,  Per 1kg,  ❨Min. 7.00kg ❩,Add to Bag
Meat & Fish,Batashi Fresh Local Captured,"৳1,290",  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Faisha Fresh Local Captured (25-30 Pcs/kg),৳690,  Per 1kg,  ❨Min. 0.50kg ❩,Add to Bag
Meat & Fish,Katla Fresh Local Cultured (7-9.999 kg),৳750,  Per 1kg,  ❨Min. 10.00kg ❩,Add to Bag
Meat & Fish,Koral Fresh Local Captured (4-6.999 kg),"৳1,250",  Per 1kg,  ❨Min. 7.00kg ❩,Add to Bag
Dairy & Eggs,Nido Fortigrow Full Cream Milk Powder 2.5kg (Tin),"৳3,400","৳3,400",  Per Piece,Add to Bag
Dairy & Eggs,Nestle Nido Forti Grow Milk Powder 1kg (Tin),"৳1,400","৳1,400",  Per Piece,Add to Bag
Dairy & Eggs,Marks Full Cream Milk Powder 1kg (TIN),"৳1,300","৳1,300",  Per Piece,Add to Bag
Dairy & Eggs,Aura Milk Pusti 1kg,৳745,৳745,  Per Piece,Add to Bag
Dairy & Eggs,Marks Active School 400gm (BIB),৳425,৳425,  Per Piece,Add to Bag
Dairy & Eggs,Marks Young Star Full Cream Milk Powder 400gm,৳425,৳425,  Per Piece,Add to Bag
Dairy & Eggs,Marks Active School 2in1 Chocolate Milk Powder 400gm,৳425,৳425,  Per Piece,Add to Bag
Dairy & Eggs,Dano Power Full Cream Milk Powder 500gm,৳480,৳480,  Per Piece,Add to Bag
Dairy & Eggs,Dano Power Full Cream Milk Powder 200gm,৳205,৳205,  Per Piece,Add to Bag
Dairy & Eggs,Diploma Instant Full Cream Milk Powder 1kg (Foil Pack),৳950,৳950,  Per Piece,Add to Bag
Dairy & Eggs,Diploma Instant Full Cream Milk Powder 500gm (Foil Pack),৳480,৳480,  Per Piece,Add to Bag
Dairy & Eggs,Diploma Instant Full Cream Milk Powder 200gm (Foil Pack),৳205,৳205,  Per Piece,Add to Bag
Dairy & Eggs,Fresh Instant Full Cream Milk Powder 1000gm,৳950,৳870,  Per Piece,Add to Bag
Dairy & Eggs,Farm Fresh Full Cream Milk Powder 1kg,৳940,৳940,  Per Piece,Add to Bag
Dairy & Eggs,Fresh Instant Full Cream Milk Powder 500gm,৳480,৳435,  Per Piece,Add to Bag
Dairy & Eggs,Farm Fresh Full Cream Milk Powder 500gm,৳475,৳475,  Per Piece,Add to Bag
Dairy & Eggs,Danish Full Cream Milk Powder 1kg,৳945,৳945,  Per Piece,Add to Bag
Dairy & Eggs,Danish Instant Full Cream Milk Powder 500gm (Poly),৳475,৳475,  Per Piece,Add to Bag
Dairy & Eggs,AMA Full Cream Milk Powder 1kg,৳870,৳870,  Per Piece,Add to Bag
Dairy & Eggs,AMA Full Cream Milk Powder 500gm,৳450,৳450,  Per Piece,Add to Bag
Dairy & Eggs,Starship Full Cream Milk Power 1kg (Poly),৳710,৳710,  Per Piece,Add to Bag
Dairy & Eggs,Pran Full Cream Milk Powder 500gm,৳460,৳410,  Per Piece,Add to Bag
Dairy & Eggs,Pran Premium Butter 100gm,৳150,৳150,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Butter 200gm,৳270,৳270,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Ghee 900(±)100gm,"৳1,735","৳1,735",  Per Piece,Add to Bag
Dairy & Eggs,Aarong Ghee 200gm,৳390,৳390,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Ghee 100gm (Tin),৳205,৳205,  Per Piece,Add to Bag
Dairy & Eggs,Pran Premium Ghee 400(±)50gm,৳760,৳690,  Per Piece,Add to Bag
Dairy & Eggs,Pran Premium Ghee 200gm,৳350,৳310,  Per Piece,Add to Bag
Dairy & Eggs,Pran Premium Ghee 100gm,৳190,৳170,  Per Piece,Add to Bag
Dairy & Eggs,Red Cow Butter Oil 900(±)100gm,"৳1,940","৳1,940",  Per Piece,Add to Bag
Dairy & Eggs,Red Cow Butter Oil 400gm,"৳1,010","৳1,010",  Per Piece,Add to Bag
Dairy & Eggs,Red Cow Butter Oil 200gm,৳415,৳415,  Per Piece,Add to Bag
Dairy & Eggs,Shwapno Premium Ghee 500gm,৳900,৳900,  Per Piece,Add to Bag
Dairy & Eggs,Ultra Ghee 400gm,৳670,৳670,  Per Piece,Add to Bag
Dairy & Eggs,Ultra Ghee 200gm,৳350,৳350,  Per Piece,Add to Bag
Dairy & Eggs,Almarai Spreadable Cream Cheese 500gm,"৳1,550","৳1,550",  Per Piece,Add to Bag
Dairy & Eggs,Almarai Spreadable Cream Cheese 200gm,৳670,৳670,  Per Piece,Add to Bag
Dairy & Eggs,Good Life Mozzarella Cheese 350(±)20gm,৳415,৳415,  Per Piece,Add to Bag
Dairy & Eggs,Good Life Slice Cheese 200gm,৳370,৳370,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Sliced Cheese Pizza 204gm,৳370,৳370,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Sliced Cheese Peri Peri 204gm,৳370,৳370,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Slice Cheese Classic 200(±)4gm,৳350,৳350,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Shredded Cheezzarella Classic 200gm,৳270,৳270,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Cheese Spread Pizza 180gm,৳300,৳300,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Cheese Spread Garlic 180gm,৳300,৳300,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Cheese Spread Chili Garlic 180gm,৳300,৳300,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Cheese Spread Classic 180gm,৳290,৳290,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Cheese Cubes Classic 120gm,৳250,৳250,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Paneer 200gm,৳200,৳200,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Austagram Cheese 200gm,৳190,৳190,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Austagram Cheese 100gm,৳100,৳100,  Per Piece,Add to Bag
Dairy & Eggs,Hazrat Alir Cheese 150gm,৳150,৳150,  Per Piece,Add to Bag
Dairy & Eggs,Pran UHT Milk 1000ml (Tetra),৳130,৳130,  Per Piece,Add to Bag
Dairy & Eggs,Pran Pasteurized Liquid Milk 1000ml,৳100,৳100,  Per Piece,Add to Bag
Dairy & Eggs,Pran UHT Milk 500ml,৳60,৳60,  Per Piece,Add to Bag
Dairy & Eggs,Pran Mango Milk Drink 180(±)20ml,৳30,৳30,  Per Piece,Add to Bag
Dairy & Eggs,Pran Chocolate Milk Drink 200ml,৳30,৳30,  Per Piece,Add to Bag
Dairy & Eggs,Pran UHT Milk 200ml,৳30,৳30,  Per Piece,Add to Bag
Dairy & Eggs,Aarong UHT Full Cream Liquid Milk 500ml,৳60,৳60,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Mango Milk UHT Flavor 200ml,৳35,৳35,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Choco Milk UHT Flavor 200ml,৳35,৳35,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Chocolate Milk Drink UHT 125ml,৳25,৳25,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Strawberry Yogurt Drink UHT 125ml,৳25,৳25,  Per Piece,Add to Bag
Dairy & Eggs,Aarong Dairy Mango Milk Drink UHT 125ml,৳25,৳25,  Per Piece,Add to Bag
Dairy & Eggs,Marks Belgian Chocolate UHT Milk 200ml,৳40,৳40,  Per Piece,Add to Bag
Dairy & Eggs,Marks Cookies & Cream UHT Milk 200ml,৳40,৳40,  Per Piece,Add to Bag
Dairy & Eggs,Marks Belgian Chocolate UHT Milk 125ml,৳25,৳25,  Per Piece,Add to Bag
