Category,Title,Currency,Previous_price,Current_price,Unit
Cleaning-supplies,Gloz Dishwashing Liquid,৳,130,130,500 ml
Cleaning-supplies,Vim Dishwashing Bar,৳,15,15,125 gm
Cleaning-supplies,Vim Dishwashing Bar,৳,40,40,300 gm
Cleaning-supplies,Vim Dishwashing Liquid Pouch,৳,50,50,200 ml
Cleaning-supplies,Trix Dish Washing Bar Lemon,৳,40,40,300 gm
Cleaning-supplies,Vim Dishwashing Liquid,৳,130,130,475 ml
Cleaning-supplies,Vim Dishwashing Powder,৳,50,50,500 gm
Cleaning-supplies,Vim Dishwashing Liquid,৳,240,240,950 ml
Cleaning-supplies,Trix Dishwashing Liquid Lemon Refill,৳,70,70,250 ml
Cleaning-supplies,Trix Dishwashing Liquid (Lemon),৳,270,270,1 ltr
Cleaning-supplies,Saf1 Lemon Dish Washing Liquid,৳,150,150,500 ml
Cleaning-supplies,ACI Wonder Dish Wash Bar,৳,40,40,325 gm
Cleaning-supplies,Rok Lemon Liquid Dishwash,৳,135,135,500 ml
Cleaning-supplies,Shiny Dishwashing Liquid Lime,৳,300,300,500 ml
Cleaning-supplies,Shiny Dishwashing Paste Lime,৳,263,263,400 gm
Cleaning-supplies,Magiclean Kitchen Cleaner Green Apple,৳,690,690,500 ml
Cleaning-supplies,GoodMaid Dishwashing Paste Lemon,৳,320,320,400 gm
Cleaning-supplies,Gloz Dishwashing Bar,৳,10,10,75 gm
Cleaning-supplies,Gloz Dishwashing Bar,৳,15,15,125 gm
Cleaning-supplies,Gloz Dishwashing Bar,৳,40,40,300 gm
Cleaning-supplies,Finish Lebu+ Dish Washing Bar 300 gm Combo,৳,80,80,2 pcs
Cleaning-supplies,Surf Excel Washing Powder,৳,235,235,1 kg
Cleaning-supplies,Ujjal Synthetic Laundry Detergent Powder,৳,140,140,1 kg
Cleaning-supplies,Ujjal Synthetic Laundry Detergent Powder,৳,260,260,2 kg
Cleaning-supplies,Nirala White Detergent Powder,৳,40,40,200 gm
Cleaning-supplies,ACI Supreme Antibacterial Detergent Powder,৳,180,180,1 kg
Cleaning-supplies,ACI Supreme Antibacterial Detergent Powder,৳,90,90,500 gm
Cleaning-supplies,ACI Smart Detergent Powder,৳,75,75,500 gm
Cleaning-supplies,Wheel Washing Laundry Bar,৳,30,30,125 gm
Cleaning-supplies,Wheel Washing Powder 2 in 1 Clean & Fresh,৳,145,145,1 kg
Cleaning-supplies,Wheel Washing Powder 2 in 1 Clean & Fresh,৳,75,75,500 gm
Cleaning-supplies,Rin Advanced Detergent Powder,৳,185,185,1 kg
Cleaning-supplies,Tibet 570 Laundry Soap,৳,27,27,125 gm
Cleaning-supplies,Chaka Advanced Ball Soap,৳,26,26,125 gm
Cleaning-supplies,Rin Advanced Detergent Powder,৳,95,95,500 gm
Cleaning-supplies,Wheel Washing Powder 2 in 1 Clean & Fresh,৳,260,260,2 kg
Cleaning-supplies,Tibet Rose & Lemon Detergent Powder,৳,70,70,500 gm
Cleaning-supplies,Surf Excel Washing Powder,৳,120,120,500 gm
Cleaning-supplies,Rin Advanced Detergent Powder,৳,370,370,2 kg
Cleaning-supplies,Chaka All-In-1 Washing Powder,৳,145,145,1 kg
Cleaning-supplies,Rin Washing Liquid,৳,220,220,800 ml
Cleaning-supplies,Fast Wash Detergent Powder,৳,180,180,1 kg
Cleaning-supplies,Tibet Ball Soap,৳,26,26,125 gm
Cleaning-supplies,Fast Wash Detergent Powder,৳,90,90,500 gm
Cleaning-supplies,Chaka All-In-1 Washing Powder,৳,75,75,500 gm
Cleaning-supplies,Surf Excel Matic Liquid Detergent Top Load,৳,400,400,1 ltr
Cleaning-supplies,Jet Classic Detergent Powder Paper Pack,৳,150,150,500 gm
Cleaning-supplies,Jet Aroma+ Detergent Powder Paper Pack,৳,320,320,1 kg
Cleaning-supplies,ACI Smart Detergent Powder,৳,145,145,1 kg
Cleaning-supplies,Jet Classic Detergent Powder Paper Pack,৳,300,300,1 kg
Cleaning-supplies,Rin Washing Liquid,৳,120,120,400 ml
Cleaning-supplies,Ujala,৳,40,40,100 ml
Cleaning-supplies,Surf Excel Matic Liquid Detergent Top Load,৳,210,210,500 ml
Cleaning-supplies,Mine Liquid Blue,৳,40,40,100 ml
Cleaning-supplies,Finis Fin Power White Washing Powder,৳,90,90,500 gm
Cleaning-supplies,Shuvro Fabric Brightener,৳,35,35,100 ml
Cleaning-supplies,Rok Shuvro Detergent Laundry Wash,৳,190,190,1 kg
Cleaning-supplies,Jet Classic Detergent Powder Poly Pack,৳,60,60,200 gm
Cleaning-supplies,Vanish All in One Liquid Detergent Booster,৳,250,250,400 ml
Cleaning-supplies,Vanish Colour Safe Detergent Booster 10X Oxi Power,৳,525,525,800 ml
Cleaning-supplies,Chaka Super White Premium Detergent Powder,৳,180,180,1 kg
Cleaning-supplies,Rok Lemon Disinfectant Floor Cleaner (Free Detergent),৳,155,155,500 ml
Cleaning-supplies,Cocorex Bleach Colours Floral Fresh,৳,750,750,1 ltr
Cleaning-supplies,Finish Household Powerball All In 1 Deep Clean 70 pcs,৳,2109,2109,1.14 kg
Cleaning-supplies,Comfort Fabric Conditioner Kiss Of Flowers,৳,1176,1176,2 ltr
Cleaning-supplies,Comfort Fabric Conditioner Touch Of Love,৳,1100,1100,2 ltr
Cleaning-supplies,Jet Baby Liquid Detergent,৳,600,600,1000 ml
Cleaning-supplies,Chamak Fabric Brightener,৳,40,40,100 ml
Cleaning-supplies,Persil Fabric Liquid Detergent (Front Loaders),৳,1700,1700,2 ltr
Cleaning-supplies,Chaka Super White Premium Detergent Powder,৳,90,90,500 gm
Cleaning-supplies,Comfort Fabric Softner Pure White,৳,1175,1175,2 ltr
Cleaning-supplies,Redy Synthetic Detergent Powder,৳,40,40,200 gm
Cleaning-supplies,Redy Synthetic Detergent Powder,৳,185,185,1 kg
Cleaning-supplies,Mine Synthetic Detergent Powder,৳,180,180,1 kg
Cleaning-supplies,Amana Matic Liquid Detergent Pink 1 ltr (Buy 1 Get 1 Free),৳,700,700,2 pcs
Cleaning-supplies,Harpic Flushmatic Marine In-Cistern Toilet Cleaner Block 50 gm,৳,165,159,each
Cleaning-supplies,Harpic Liquid Toilet Cleaner Original,৳,235,235,1 ltr
Cleaning-supplies,Harpic All-In-One Toilet & Bathroom Cleaning Powder,৳,105,105,400 gm
Cleaning-supplies,Harpic Liquid Toilet Cleaner Original,৳,135,135,500 ml
Cleaning-supplies,Harpic Liquid Toilet Cleaner Original (Free Mug),৳,235,235,1 ltr
Cleaning-supplies,Harpic All-In-One Toilet & Bathroom Cleaning Powder 400 gm (Combo Offer),৳,210,210,2 pcs
Cleaning-supplies,Finis Phenyle Extra Strong Toilet & Floor Cleaner,৳,185,185,3 ltr
Cleaning-supplies,Rok Disinfectant Bleaching Powder,৳,65,65,500 gm
Cleaning-supplies,Harpic Toilet Cleaner 750 ml & Lizol Floor Cleaner 500 ml (Free Mug),৳,340,340,2 pcs
Cleaning-supplies,Harpic Flushmatic Marine In-Cistern Toilet Cleaner Blocks 50 gm,৳,310,310,2 pcs
Cleaning-supplies,Harpic Flushmatic Lavender In-Cistern Toilet Cleaner Blocks 50 gm,৳,310,310,2 pcs
Cleaning-supplies,Harpic All-In-One Toilet & Bathroom Cleaning Powder,৳,60,60,200 gm
Cleaning-supplies,Harpic Liquid Toilet Cleaner Power Plus Original,৳,175,175,750 ml
Cleaning-supplies,Harpic Liquid Toilet Cleaner Original,৳,180,180,750 ml
Cleaning-supplies,Harpic All-in-1 Toilet & Bathroom Cleaning Powder,৳,210,210,1 kg
Cleaning-supplies,Harpic Liquid Toilet Cleaner Original,৳,70,70,250 ml
Cleaning-supplies,Harpic Bathroom Cleaning Liquid Rose,৳,140,140,500 ml
Cleaning-supplies,Domex Toilet Cleaning Liquid Lime Fresh,৳,130,130,500 ml
Cleaning-supplies,Domex Toilet Cleaning Liquid Ocean Fresh,৳,130,130,500 ml
Cleaning-supplies,Bashundhara Xtreme Liquid Toilet Cleaner,৳,120,120,500 ml
Cleaning-supplies,Harpic Flushmatic Citrus In-Cistern Toilet Cleaner Blocks 50 gm,৳,310,310,2 pcs
Cleaning-supplies,Harpic Flushmatic Marine In-Cistern Toilet Cleaner Blocks 50 gm,৳,465,465,3 pcs
Cleaning-supplies,Unik Xtreme Toilet Cleaner,৳,130,130,500 ml
Cleaning-supplies,Domex Toilet Cleaning Liquid Ocean Fresh,৳,175,175,750 ml
Cleaning-supplies,Magiclean Toilet Cleaner Forest Fresh,৳,550,550,650 ml
Cleaning-supplies,Magiclean Bathroom Cleaner Yellow,৳,580,580,500 ml
Cleaning-supplies,Pledge Furniture Polish,৳,759,739,330 gm
Cleaning-supplies,Unik Power Toilet Cleaner,৳,120,120,500 ml
Cleaning-supplies,Finis Stable Bleaching Powder,৳,65,65,500 gm
Cleaning-supplies,Swift Liquid Toilet Cleaner,৳,140,140,750 ml
Cleaning-supplies,Harpic Liquid Toilet Cleaner (Jasmine),৳,185,185,750 ml
Cleaning-supplies,Fresh Hand Towel (250X1 Ply),৳,100,100,each
Cleaning-supplies,"Bashundhara Paper Napkins 13"" Unscented",৳,75,75,100 pcs
Cleaning-supplies,Fresh Perfumed Facial Tissue (150 X 2) ply Box,৳,100,100,each
Cleaning-supplies,Fresh Toilet Tissue (Family Value Pack),৳,100,100,4 pcs
Cleaning-supplies,"Fresh Paper Napkins 13"" Perfumed (100X1 Ply)",৳,75,75,each
Cleaning-supplies,Fresh hand towel 200 Sheet,৳,95,95,each
Cleaning-supplies,Bashundhara Hand Towel White (200 X 1) ply Box,৳,100,100,each
Cleaning-supplies,Fresh hand towel 250 Sheet,৳,110,110,each
Cleaning-supplies,Fresh kitchen Towel Roll,৳,85,85,each
Cleaning-supplies,Bashundhara Gold Toilet Tissue,৳,38,38,each
Cleaning-supplies,Partex Cleen Toilet Tissue,৳,95,95,4 pcs
Cleaning-supplies,Bashundhara Toilet Tissue White Extra Savings Pack,৳,100,100,4 pcs
Cleaning-supplies,Bashundhara Kitchen Towel Rolls,৳,160,160,2 pcs
Cleaning-supplies,Bashundhara Facial Tissue Perfumed (120 X 2) ply,৳,85,85,each
Cleaning-supplies,Fay Toilet Tissue White 180 Sheet,৳,30,30,each
Cleaning-supplies,Bashundhara Kitchen Towel Rolls,৳,85,85,each
Cleaning-supplies,Partex Cleen Toilet Tissue,৳,28,28,each
Cleaning-supplies,Partex Cleen Toilet Tissue,৳,46,46,2 pcs
Cleaning-supplies,Partex Cleen Toilet Tissue,৳,285,285,12 pcs
Cleaning-supplies,Partex Cleen Toilet Tissue Paper Luxury (3 Ply),৳,38,38,each
Cleaning-supplies,Mortein 2 in 1 Mosquito & Cockroach Killer Aerosol Spray,৳,415,369,400 ml
Cleaning-supplies,ACI Aerosol Insect Spray,৳,415,415,475 ml
Cleaning-supplies,ACI Aerosol Insect Spray Jumbo,৳,620,620,800 ml
Cleaning-supplies,Godrej New Hit Cockroaches Spray,৳,350,350,400 ml
Cleaning-supplies,Mortein Mosquito Repellent Insta Vaporizer (Machine + Refill),৳,220,220,each
Cleaning-supplies,Godrej Fresh Fragrance New Hit Cockroaches Aerosol (Red),৳,200,200,200 ml
Cleaning-supplies,Finis Insect Powder,৳,45,45,100 gm
Cleaning-supplies,GoodKnight Liquid Mosquito Repellent Refill,৳,130,130,45 ml
Cleaning-supplies,Finis Black Booster Mosquito Coil,৳,60,60,10 pcs
Cleaning-supplies,Mortein Mosquito Repellent Insta Vaporizer Refill,৳,130,130,45 ml
Cleaning-supplies,Godrej Good Knight Power Activ+ (Machine + Refill),৳,180,180,each
Cleaning-supplies,ACI Aerosol Insect Spray,৳,250,250,250 ml
Cleaning-supplies,Black Hit Anti Mosquito Aerosol Spray Lime Fresh,৳,620,620,800 ml
Cleaning-supplies,Black Hit Anti Mosquito Aerosol Spray Lime,৳,415,415,475 ml
Cleaning-supplies,Black Hit Anti Mosquito Lime Fresh Aerosol,৳,225,225,200 ml
Cleaning-supplies,Godrej Red Hit Cockroaches Spray Fresh Fragrance,৳,500,500,625 ml
Cleaning-supplies,Odomos Mosquito Repellent Cream,৳,260,260,100 gm
Cleaning-supplies,Finis Snake Repellent Chemical,৳,95,95,40 ml
Cleaning-supplies,Weidasi Multifunction Electric Mosquito Swatter With Led Light And Charger (Orange),৳,719,719,each
Cleaning-supplies,Mortein Mosquito Killer Aerosol Spray,৳,375,375,425 ml
Cleaning-supplies,Black Hit Anti Mosquito Swatter Racquet,৳,650,650,each
Cleaning-supplies,Godrej Good Knight Gold Flash Liquid Vapouriser Machine,৳,180,180,each
Cleaning-supplies,Baygon Cockroach Control,৳,769,769,270 ml
Cleaning-supplies,Xpel Kids Spray & Lotion Twin Set,৳,550,550,each
Cleaning-supplies,Xpel Kids Mosquito Bands Twin Pack,৳,350,350,each
Cleaning-supplies,Godrej Good Knight Fabric Roll On (Bubblegum),৳,170,170,8 ml
Cleaning-supplies,Bosny Non Poisonous Rat Glue,৳,570,570,400 ml
Cleaning-supplies,Yage Electronic Mosquito Swatter (White & Blue),৳,799,799,each
Cleaning-supplies,Finis Rat Killer,৳,20,20,50 gm
Cleaning-supplies,Finis Insect Powder,৳,30,30,40 gm
Cleaning-supplies,Finis Insect Powder,৳,40,40,80 gm
Cleaning-supplies,ACI Cockroach Spray,৳,350,350,400 ml
Cleaning-supplies,Xpel Dual Action Aerosol,৳,415,415,475 ml
Cleaning-supplies,Yage Electronic Mosquito Swatter (White & Pink),৳,719,719,each
Cleaning-supplies,Saf1 Pink Dream Floor Cleaner,৳,250,250,1 ltr
Cleaning-supplies,Lizol Floor Cleaner Citrus Disinfectant Surface,৳,300,300,1 ltr
Cleaning-supplies,Finis Phenyle Extra Strong Toilet & Floor Cleaner,৳,185,185,3 ltr
Cleaning-supplies,Harpic Toilet Cleaner 750 ml & Lizol Floor Cleaner 500 ml (Free Mug),৳,340,340,2 pcs
Cleaning-supplies,Lizol Disinfectant Surface Cleaner Citrus,৳,550,550,2 ltr
Cleaning-supplies,Rok Glazeo Scented Glass Cleaner Refill (Free 100 ml),৳,120,120,250 ml
Cleaning-supplies,Shinex Floor Cleaner Natural,৳,270,270,1000 ml
Cleaning-supplies,Lizol Disinfectant Surface & Floor Cleaner Citrus,৳,160,160,500 ml
Cleaning-supplies,Lizol Disinfectant Surface & Floor Cleaner Lavender,৳,160,160,500 ml
Cleaning-supplies,Mr. Brasso Glass & Multisurface Cleaner Refill,৳,190,190,500 ml
Cleaning-supplies,Lizol Floor Cleaner Floral Disinfectant Surface,৳,300,300,1 ltr
Cleaning-supplies,Rok Pine Disinfectant Floor Cleaner,৳,288,288,1 ltr
Cleaning-supplies,Lizol Disinfectant Surface & Floor Cleaner Floral,৳,160,160,500 ml
Cleaning-supplies,Saf1 Lavender Floor Cleaner,৳,250,250,1 ltr
Cleaning-supplies,Lizol Disinfectant Surface Cleaner Neem,৳,160,160,500 ml
Cleaning-supplies,Sparkbliss Spring Glass Cleaner,৳,160,160,450 ml
Cleaning-supplies,Mr. Brasso Glass & Multisurface Cleaner Refill,৳,100,100,250 ml
Cleaning-supplies,Lizol Disinfectant Surface Cleaner Neem,৳,300,300,1 ltr
Cleaning-supplies,Rok Citrus Floor Cleaner,৳,295,295,1 ltr
Cleaning-supplies,Mysol Glass Cleaner,৳,200,200,500 ml
Cleaning-supplies,Finex Floor Cleaner Lime Fresh,৳,250,250,1 ltr
Cleaning-supplies,Rok Rose Disinfectant Floor Cleaner,৳,295,295,1 ltr
Cleaning-supplies,Lizol Disinfectant Surface & Floor Cleaner Citrus,৳,1250,1250,5 ltr
Cleaning-supplies,Lizol Disinfectant Surface & Floor Cleaner Floral,৳,1250,1250,5 ltr
Cleaning-supplies,Rok Lemon Disinfectant Floor Cleaner (Free Detergent),৳,155,155,500 ml
Cleaning-supplies,Shinex Floor Cleaner Fresh Mist,৳,155,155,500 ml
Cleaning-supplies,Shinex Floor Cleaner Floral,৳,160,160,500 ml
Cleaning-supplies,Shinex Floor Cleaner Floral,৳,285,285,1 ltr
Cleaning-supplies,Shinex Floor Cleaner Citrus,৳,300,300,1 ltr
Cleaning-supplies,Alex Microfiber Car & Home Duster,৳,170,170,each
Cleaning-supplies,Finis Wood Preservative Tin,৳,150,150,480 ml
Cleaning-supplies,Glitter Glass & Surface Cleaner,৳,135,135,500 ml
Cleaning-supplies,Floor Cleaning Printed Mop,৳,180,169,each
Cleaning-supplies,Shinex Glass Cleaner Refill,৳,115,115,350 ml
Cleaning-supplies,Shinex Glass Cleaner Spray,৳,140,140,350 ml
Cleaning-supplies,Lizol Disinfectant Surface & Floor Cleaner Jasmine,৳,160,160,500 ml
Cleaning-supplies,Colin Glass & Multisurface Cleaner Refill,৳,190,190,500 ml
Cleaning-supplies,Cif Lily & Rosemary Floors Cleaner,৳,495,495,1 ltr
Cleaning-supplies,Cif Summer Flower & Mint Floors Cleaner,৳,495,495,1 ltr
Cleaning-supplies,Rok Glazeo Scented Glass Cleaner Refill (Free 100 ml + Scrubber),৳,120,120,250 ml
Cleaning-supplies,Mine Glass Cleaner (Free Mine Detergent 200 gm),৳,190,190,500 ml
Cleaning-supplies,Rok Rajanigandha Disinfectant Floor Cleaner,৳,295,295,1 ltr
Cleaning-supplies,Rok Lemon Disinfectant Floor Cleaner,৳,295,295,1 ltr
Cleaning-supplies,Amana Citrus Disinfectant Surface & Floor Cleaner,৳,295,295,1 ltr
Cleaning-supplies,Rok Pine Disinfectant Floor Cleaner,৳,155,155,500 ml
Cleaning-supplies,Disposable Vinyl Gloves Pack (L),৳,770,770,each
Cleaning-supplies,Rok Dishwashing Steel Scourer,৳,35,35,each
Cleaning-supplies,ACI Wonder Stainless Steel Scrubber,৳,25,25,each
Cleaning-supplies,Flower Broom (Ful Jharu) Large,৳,159,159,each
Cleaning-supplies,"Trash Bag Black - 20"" x 30""",৳,283,283,12 pcs
Cleaning-supplies,Dishwashing Stainless Steel Scrubber,৳,123,123,4 pcs
Cleaning-supplies,Flower Broom (Ful Jharu) Medium,৳,125,125,each
Cleaning-supplies,Coconut Stick Broom For Bed,৳,100,100,2 pcs
Cleaning-supplies,Scotch-Brite Floor Cotton Mop,৳,990,990,each
Cleaning-supplies,Planet Large Sweeping Broom,৳,75,75,each
Cleaning-supplies,Plastic Dust Pan,৳,106,106,each
Cleaning-supplies,Cotton Royal Floor Mat Red (16X24 inch),৳,300,300,each
Cleaning-supplies,Magic Fiber Twist Floor Steel Mop (China),৳,600,419,each
Cleaning-supplies,SS Long Handle Cotton Mop China,৳,540,540,each
Cleaning-supplies,Cloth Pin 4 Color,৳,119,119,16 pcs
Cleaning-supplies,Sponge Mop Pva Refill 11 inch (Yellow),৳,235,235,each
Cleaning-supplies,Lacy's Chefwrap 45 cm X 300 mtr,৳,1159,1159,each
Cleaning-supplies,"Plastic Red Broom (62"") Handle Jhul Jharu (China)",৳,249,249,each
Cleaning-supplies,Floor Cleaning Printed Mop,৳,180,169,each
Cleaning-supplies,"Floor Hand Brush 6"" Local",৳,200,200,each
Cleaning-supplies,"Comod Pump Local 17"" (Red)",৳,145,145,each
Cleaning-supplies,"Comode Handle Box Brush 23""",৳,244,244,each
Cleaning-supplies,Basin Curve Clean Brush,৳,119,119,each
Cleaning-supplies,Wave Air Freshener (Anti Tobacco),৳,290,290,300 ml
Cleaning-supplies,Angelic Fresh Air Freshener Misty Wood,৳,340,340,300 ml
Cleaning-supplies,Angelic Fresh Air Freshener Amazonia,৳,340,340,300 ml
Cleaning-supplies,Angelic Fresh Air Freshener Fruit Punch,৳,340,340,300 ml
Cleaning-supplies,Angelic Fresh Air Freshener Sparkling Orange,৳,340,340,300 ml
Cleaning-supplies,Ermani Air Freshener (Rain Forest),৳,290,290,300 ml
Cleaning-supplies,Odonil Air Freshener Block Lavender Meadows,৳,65,65,48 gm
Cleaning-supplies,Odonil Air Freshener Block Jasmine Mist,৳,65,65,48 gm
Cleaning-supplies,Odonil Air Freshener Block Orchid Dew,৳,65,65,48 gm
Cleaning-supplies,Odonil Air Freshener Block Mystic Rose,৳,65,65,48 gm
Cleaning-supplies,Ermani Air Freshener (Spring Romance),৳,290,290,300 ml
Cleaning-supplies,Ermani Air Freshener (Arabian Jasmine),৳,290,290,300 ml
Cleaning-supplies,Godrej Aer Room Air Freshener Spray Cool Surf Blue,৳,300,300,300 ml
Cleaning-supplies,Ermani Air Freshener (Lemon),৳,290,290,300 ml
Cleaning-supplies,Fay Air Freshener Anti Tobacco 3 in 1,৳,340,340,300 ml
Cleaning-supplies,Ermani Air Freshener (Mountain Breeze),৳,290,290,300 ml
Cleaning-supplies,Godrej Aer Room Air Freshener Spray Violet Valley Bloom,৳,300,300,300 ml
Cleaning-supplies,Ermani Air Freshener (Jasmine),৳,290,290,300 ml
Cleaning-supplies,Odonil Air Freshener Room Spray Jasmin Fresh,৳,320,320,300 ml
Cleaning-supplies,Go Fresh Air Freshener Strawberry,৳,195,195,300 ml
Cleaning-supplies,Bashundhara Air Freshener Rose,৳,240,240,300 ml
Cleaning-supplies,Bashundhara Air Freshener Orchid,৳,290,290,300 ml
Cleaning-supplies,Bashundhara Air Freshener Oud,৳,290,290,300 ml
Cleaning-supplies,Bashundhara Air Freshener Lotus,৳,240,240,300 ml
Cleaning-supplies,Bashundhara Air Freshener Lemon,৳,290,290,300 ml
Cleaning-supplies,Fresh N Garden Air Freshener Petal Rose,৳,220,220,300 ml
Cleaning-supplies,Godrej Aer Room Air Freshener Spray Monsoon Refresh,৳,240,240,220 ml
Cleaning-supplies,Godrej Aer Power Pocket Bathroom Fragrance Rose Fresh Blossom,৳,75,75,10 gm
Cleaning-supplies,Fresh N Garden Anti Tobacco Air Freshener,৳,220,220,300 ml
Cleaning-supplies,Fresh N Garden Oudh Air Freshener,৳,220,220,300 ml
Cleaning-supplies,Fantastik Air Freshener Natural Orchid,৳,280,280,300 ml
Cleaning-supplies,Vitacare Air Freshener (Bakhoor),৳,275,275,300 ml
Cleaning-supplies,Amrutha Premium Incense Sticks (Agarbatti),৳,190,190,135 gm
Cleaning-supplies,Shalimar Chandan Incense Sticks (Agarbatti),৳,170,170,150 gm
Cleaning-supplies,Armaf Enchanted Spring Air Freshener,৳,440,440,300 ml
Cleaning-supplies,Odonil Air Freshener Room Spray Citrus Fresh,৳,300,300,300 ml
Cleaning-supplies,Godrej Aer Power Pocket Bathroom Fragrance Fresh Blossom,৳,70,70,10 gm
Cleaning-supplies,Armaf Enchanted Romance Air Freshener,৳,440,440,300 ml
Cleaning-supplies,Armaf Enchanted Lemon Air Freshener,৳,440,440,300 ml
Cleaning-supplies,Godrej Aer Twist Dashboard Car Freshener Fresh Lush (Green),৳,599,599,45 gm
Cleaning-supplies,Spring Anti Tobacco Wild Pine Air Freshener,৳,300,300,300 ml
Cleaning-supplies,Wave Air Freshener (Rojonigondha),৳,290,290,300 ml
Cleaning-supplies,Wave Air Freshener (Jasmine),৳,290,290,300 ml
Cleaning-supplies,Fresh N Fresh Air Freshener Jasmine,৳,400,400,300 ml
Cleaning-supplies,Fresh N Fresh Air Freshener Lemon,৳,450,450,300 ml
Cleaning-supplies,Fresh N Fresh Air Freshener Rose,৳,350,350,300 ml
Cleaning-supplies,Godrej Aer Cool Surf Blue Click Gel AC Vent Car Freshener,৳,399,399,each
Cleaning-supplies,Godrej Aer Twist Dashboard Car Freshener Cool Surf (Blue),৳,599,599,45 gm
Cleaning-supplies,Godrej Aer Room Air Freshener Spray Fresh Lush Green,৳,300,300,300 ml
Cleaning-supplies,Fay Air Freshener Orchid 3 In 1,৳,320,320,300 ml
Cleaning-supplies,Fay Air Freshener Lime 3 in 1,৳,320,320,300 ml
Cleaning-supplies,Fay Air Freshener Jasmine 3 in 1,৳,340,340,300 ml
Cleaning-supplies,Fay Air Freshener Magnolia 3 in 1,৳,340,340,300 ml
Cleaning-supplies,Paris Lotion Admire Air Freshener (Dubai),৳,600,600,400 ml
Cleaning-supplies,Fay Air Freshener Rose 3 in 1,৳,340,340,300 ml
Cleaning-supplies,Fay Air Freshener Narcissus 3 in1,৳,320,320,300 ml
Cleaning-supplies,Spring Air Freshener Orange Fresh,৳,320,320,300 ml
Cleaning-supplies,Fay Air Freshener Lavender 3 in 1,৳,340,340,300 ml
Cleaning-supplies,Spring Air Freshener Lemon Fresh,৳,320,320,300 ml
Cleaning-supplies,Spring Air Freshener Floral Fresh,৳,320,320,300 ml
Cleaning-supplies,Glade Scented Gel Lemon,৳,390,390,180 gm
Cleaning-supplies,Glade Scented Gel Lavender,৳,390,390,180 gm
Cleaning-supplies,Go Fresh Air Freshener Rose,৳,195,195,300 ml
Cleaning-supplies,Godrej Aer Room Air Freshener Spray Petal Crush Pink,৳,300,300,300 ml
Cleaning-supplies,Angelic Fresh Air Freshener Anti Tobacco,৳,340,340,300 ml
Cleaning-supplies,Angelic Fresh Air Freshener Green Valley,৳,340,340,300 ml
Cleaning-supplies,Disposable Vinyl Gloves Pack (L),৳,770,770,each
Cleaning-supplies,"Trash Bag Black (18"" x 24"")",৳,230,230,10 pcs
Cleaning-supplies,"Trash Bag Black - 20"" x 30""",৳,283,283,12 pcs
Cleaning-supplies,"Trash Bag White (18"" x 24"")",৳,242,242,10 pcs
Cleaning-supplies,"Transparent Disposable Piping Bags (8.5""x12.5"")",৳,719,719,100 pcs
Cleaning-supplies,Disposable Shoe Cover 25 pairs,৳,609,609,
Cleaning-supplies,Disposable Head Cover,৳,489,489,100 pcs
Cleaning-supplies,Net Bag,৳,289,289,150 pcs
Cleaning-supplies,Award Shoe & Boot Polish (Brown),৳,90,90,40 gm
Cleaning-supplies,Award Shoe & Boot Polish (Black),৳,90,90,40 gm
Cleaning-supplies,RFL Shoe Rack 4 Step (Red),৳,550,550,each
Cleaning-supplies,Disposable Shoe Cover 25 pairs,৳,609,609,
Cleaning-supplies,Kiwi Liquid Shoe Polish Brown,৳,130,130,75 ml
Cleaning-supplies,Kangaroo Liquid Shoe Shiner (Brown),৳,209,209,75 ml
Cleaning-supplies,Smart Diamond Liquid Shoe Polish (Brown),৳,185,185,75 ml
Cleaning-supplies,RFL Super Paddle Bin (Silver),৳,410,410,each
Cleaning-supplies,RFL Wave Paper Basket (Blue),৳,115,115,each
Cleaning-supplies,RFL Modern Paper Basket (Blue),৳,115,115,each
Cleaning-supplies,RFL Clean Paper Basket (Pink),৳,110,110,each
Cleaning-supplies,RFL Clean Paper Basket (Blue),৳,115,115,each
Cleaning-supplies,RFL Dust Keeper Paper Basket (Red),৳,100,100,each
Cleaning-supplies,RFL Dust Keeper Paper Basket (Blue),৳,100,100,each
Cleaning-supplies,RFL Double Paddle Bin 20 ltr (Silver),৳,700,700,each
Home & kitchen,RFL Plastic Dala Big (Red),৳,240,229,each
Home & kitchen,Fresh Hand Towel (250X1 Ply),৳,100,100,each
Home & kitchen,"Bashundhara Paper Napkins 13"" Unscented",৳,75,75,100 pcs
Home & kitchen,"Fresh Paper Napkins 13"" Perfumed (100X1 Ply)",৳,75,75,each
Home & kitchen,Fresh kitchen Towel Roll,৳,85,85,each
Home & kitchen,Diamond Aluminum Foil Heavy Duty 37.5 sq ft,৳,299,299,each
Home & kitchen,Stainless Steel Vegetable Peeler,৳,360,259,each
Home & kitchen,RFL Stainless Steel Net Spoon 33 cm,৳,150,105,each
Home & kitchen,RFL Roman Wall Rack (Light Blue),৳,330,279,each
Home & kitchen,RFL Design Bucket 5 ltr (SM Blue),৳,120,120,each
Home & kitchen,RFL Net Stool High (Red),৳,320,320,each
Home & kitchen,Disposable Vinyl Gloves Pack (L),৳,770,770,each
Home & kitchen,Bashundhara Kitchen Towel Rolls,৳,160,160,2 pcs
Home & kitchen,Rok Dishwashing Steel Scourer,৳,35,35,each
Home & kitchen,Match Box,৳,35,35,12 pcs
